Experiment	Paper	Method	(1,1-dimethylethoxy)methylbenzene	(1-methylethenyl)benzene	(E)-2-butene	(E)-2-methyl-2-butenal	(E)-2-octenal	(E)-3-nonen-2-one	(E)-3-octenal	(E)-3-penten-2-one	(E)-methylthio-1-propene	(E,E)-2,4-decadienal	(Z)-1-methylthio-1-propene	(Z)-2-butene	(Z)-2-heptenal	(Z)-2-pentenol	(Z)-7-tetradecen-1-ol	(dimethylamino)acetonitrile	(methylthio)methylbenzene	1,1,2,2-tetrachloroethane	1,1,3,3-tetramethylbutylphenol	1,1,3-trimethyl-3-phenyl-cyclohexane	1,1-(1,3-propanediyl)bis-benzene	1,1-diethylpropylbenzene	1,1-oxybis-benzene	1,10-undecadiene	1,2,3-trimethylbenzene	1,2,4,5-tetramethylbenzene	1,2-bis(trimethylsilyl)benzene	1,2-dimethyl-1,4-cyclohexadiene	1,2-dimethylcyclopropane	1,2-propadienylcyclohexane	1,3,5,7-cyclooctatetraene	1,3,5-trifluorobenzene	1,3,5-trimethylbenzene	1,3-bis (1,1-dimethylethyl) benzene	1,3-butadiene	1,3-isobenzofurandione	1,3-naphthalenediol	1,3-octadiene	1,4-dichlorobenzene	1,4-dimethoxybenzene	1,4-dimethylcyclohexane	1,4-pentadiene	1,5-dimethylnaphthalene	1,9-dodecadiene	1-(3-thienyl)-2-propanone	1-(4-methylphenyl)ethanone	1-(methoxymethoxy)hexane	1-Heptanol	1-butanethiol	1-butanol	1-butoxy-2-propanol	1-cyclohexylheptene	1-cyclopentylethanone	1-decanol	1-decen-3-one	1-decene	1-dodecanol	1-dodecene	1-ethyl-1,4-cyclohexadiene	1-ethyl-2,3-dimethylbenzene	1-ethyl-2-methylbenzene	1-ethyl-2-methylcyclohexane	1-ethyl-4-methylbenzene	1-ethylcyclohexene	1-hepten-3-ol	1-heptene	1-hexanol	1-hydroxy-2-propanone	1-methoxy-2-propyl acetate	1-methoxy-3-methyl-benzene	1-methoxy-4-(2-propenyl)benzene	1-methoxy-4-(4-methyl-4-pentenyl)benzene	1-methyl-2-(1-methylethyl)-benzene	1-methyl-2-(1-methylethyl)benzene	1-methyl-3-propylbenzene	1-methyl-naphthalene	1-methylethenyl-pyrazine	1-methylethylbenzene	1-methylnonylbenzene	1-nitro-pentane	1-nitrohexane	1-nonanol	1-nonen-3-ol	1-nonene	1-octanol	1-octanol (dimer)	1-octen-3-ol	1-octen-3-one	1-octen-4-ol	1-pentadecene	1-pentanol	1-penten-3-ol	1-pentylhexylbenzene	1-phenyl-1-butanone	1-phenyl-1-butene	1-phenyl-2-propanone	1-phenylethanol	1-propanol	1-propenylbenzene	1-propylheptylbenzene	1-propylnonylbenzene	1-tetradecanol	1-undecene	1-vinyl aziridine	10-methyl-1-undecene	2,2,3,3-tetramethylhexane	2,2,3,3-tetramethylpentane	2,2,4,4-tetramethyloctane	2,2,4,4-tetramethyloxolane	2,2,4,6,6-pentamethylheptane	2,2,5-trimethylhexane	2,2,6-trimethyloctane	2,3,3-trimethylpentane	2,3,4,5-tetrahydropyridazine	2,3,4-trimethyl-2-pentene	2,3,4-trimethylpentane	2,3,5-trimethylpyrazine	2,3,5-trithiahexane	2,3-butadiene	2,3-butanedione	2,3-dihydro-1,1,3-trimethyl-3-phenyl-1-H-indene	2,3-dimethyl-5-sopentylpyrazine	2,3-dimethylpentane	2,3-dimethylthiirane	2,3-dimethylthiophene	2,3-heptanedione	2,3-hexanedione	2,3-octanedione	2,3-pentanedione	2,4,6-trimethyl-1,3,5-trithiane	2,4,6-trimethylphenol	2,4,6-trimethylpyridine	2,4-bis(1,1-dimethylethyl)phenol	2,4-di-t-butyl-6-nitro-phenol	2,4-diethyl-1-methylbenzene	2,4-dimethyl-1-heptene	2,4-dimethyl-2H-furan-5-one	2,4-dimethylfuran	2,4-dimethylheptane	2,4-dinitrobenzenesulfonic acid	2,4-nonadienal	2,4-undecadien-1-ol	2,4-undecadienal	2,5-bis[(trimethylsilyl)oxy]-benzaldehyde	2,5-dimethyl-2,5-hexanediol	2,5-dimethyl-3-(2-methylpropyl)pyrazine	2,5-dimethyl-4-nitro-3-hexanone	2,5-dimethylfuran	2,5-dimethylpyrazine	2,6,10-trimethyldodecane	2,6,11-trimethyldodecane	2,6,6-trimethyldecane	2,6,7-trimethyldecane	2,6-dimethyl-1,7-octadien-3-ol	2,6-dimethyl-2-octanol	2,6-dimethyl-5-heptenal	2,6-dimethyl-7-octen-2-ol	2,6-dimethylbicyclo[3.2.1]octane	2,6-dimethylphenol	2,6-dimethylpyridine	2,6-octadienal	2-(1,1-dimethylethyl)-4-methylphenol	2-(2-butoxyethoxy)ethanol	2-(2-ethoxyethoxy)-ethanol	2-(2-ethylhexyl)thiophene	2-(formyloxy)-1-phenyl-ethanone	2-(methylthio)-ethanol	2-acetyl-1,4,5,6-tetrahydropyridine	2-acetyl-5-methylfuran	2-acetylfuran	2-acetylthiazole	2-aminoacetophenone	2-butanol	2-butanone	2-butenal	2-butoxyethanol	2-butoxyethyl acetate	2-butyl-1-octanol	2-butyl-3-methylpyrazine	2-butylfuran	2-decanone	2-decen-1-ol	2-decenal	2-dodecanol	2-dodecanone	2-dodecene	2-ethenyl-5-methyl-pyrazine	2-ethoxy-2-methylpropane	2-ethoxybutane	2-ethoxyethanol	2-ethyl-1,3-dimethylbenzene	2-ethyl-1,4-dimethylbenzene	2-ethyl-1-hexanol	2-ethyl-3,5-dimethylpyrazine	2-ethyl-3-(methylthio)pyrazine	2-ethylacrolein	2-ethylcycloheptanone	2-ethylcyclopentanone	2-ethylhexanal	2-ethylhexanoic acid	2-ethylhexyl 2-propenoate	2-ethylhexyl chloroformate	2-furaldehyde	2-heptanol	2-heptanone	2-hepten-1-ol	2-heptenal	2-heptene	2-hexanone	2-hexenal	2-hexylcyclopentanone	2-hydroxy-3-pentanone	2-hydroxybenzaldehyde	2-isopropyl-3-methylpyrazine	2-isopropylthiophene	2-methoxy-4-methylphenol	2-methoxy-5-methylthiophene	2-methoxyethylbenzene	2-methoxyphenol	2-methy-3-(2-propenyl)-pyrazine	2-methyl-1-butanol	2-methyl-1-butene	2-methyl-1-penten-3-one	2-methyl-1-pentene	2-methyl-2-butene	2-methyl-2-hexanol	2-methyl-2-propanol	2-methyl-3-furanthiol	2-methyl-3-pentanol	2-methyl-5-undecanone	2-methyl-6-phenyl-1,6-heptadiene	2-methyl-benzoxazole	2-methylamyl  acetate	2-methylbenzaldehyde	2-methylbutanal	2-methylbutane	2-methylbutanoic acid	2-methylbutyl 2-methylbutyrate	2-methylbutyl acetate	2-methylbutyl isobutyrate	2-methylenehexanal	2-methylfuran	2-methylnaphthalene	2-methylpentane	2-methylpropanal	2-methylpropanoic acid	2-methylpropene	2-methylpropyl formate	2-methylpropyl hexanoate	2-methylpyridine	2-methylthiazole	2-methylthietane	2-methylthiolan-3-one	2-methylthiophene	2-nitropropane	2-nonanol	2-nonanone	2-nonen-1-ol	2-nonenal	2-octanol	2-octanone	2-octen-1-ol	2-pentanol	2-pentanone	2-pentenal	2-pentene	2-pentyl acetate	2-pentylfuran	2-pentylthiophene	2-phenylacetaldehyde	2-phenylanisol	2-phenylethanol	2-phenylethyl acetate	2-phenylisopropanol	2-phenylpropenal	2-piperidinone	2-propanol	2-propenol	2-propenylbenzene	2-propionylthiazole	2-propyl-1-heptanol	2-tertiobutylthiophene	2-tridecanone	2-undecanol	2-undecanone	2-undecenal	3,3,5-trimethylcyclohexanone	3,4-diethylthiophene	3,5-dimethyl-1,2,4-trithiolane	3,5-dimethylbenzaldehyde	3,5-dimethyloctane	3,7,11-trimethyldodecan-3-ol	3,7- dimethyl-2-aminobenzoate 1,6-octadien-3-ol	3,7-dimethyldecane	3,8-nonadien-2-one	3-(1-methylethyl)oxetane	3-(4-nitrophenyl)pentan-3-ol	3-(ethylthio)propanal	3-(methylthio)-1-propanol	3-(methylthio)propanal	3-butylcyclopentanone	3-carene	3-decanol	3-decanone	3-decen-2-one	3-ethyl-4-methyl-1-pentanol	3-ethyl-6-pentamethyldisilyloxyoctane	3-ethylbenzaldehyde	3-ethyloctane	3-heptanol	3-heptanone	3-hexanol	3-hexenal	3-hydroxy-2,4,4-trimethylpentyl 2-methyl-propanoate	3-methyl-1-butanethiol	3-methyl-1-butene	3-methyl-1H-indene	3-methyl-1H-indole	3-methyl-1H-pyrrole	3-methyl-2-butanone	3-methyl-2-butenal	3-methyl-2-butene-1-thiol	3-methyl-2-butenol	3-methyl-2-cyclohexenone	3-methyl-2-pentanol	3-methyl-2-pentanone	3-methyl-3-buten-1-ol	3-methyl-3-buten-2-one	3-methyl-3-penten-2-one	3-methyl-4-(1-methylethenyl)cyclohexane	3-methyl-4-methylenebicyclo[3.2.1]oct-2-ene	3-methyl-4-pentanolide	3-methylbutanal	3-methylbutanoic acid	3-methylbutyl-2-propenoate	3-methylcyclohexanol	3-methylcyclohexene	3-methylfuran	3-methylheptyl acetate	3-methylhexanal	3-methylhexane	3-methylpentane	3-methylphenyl acetate	3-nitro-1-butene	3-nitro-benzenesulfonic acid, methyl ester	3-nonanone	3-octanol	3-octanone	3-octen-1-ol	3-octen-2-one	3-pentanol	3-pentanone	3-penten-2-one	3-phenyl-2-propenal	3-phenyl-2-propenyl propionate	3-phenylfuran	3-tridecanyl propionate	3-undecanone	3-undecen-2-one	3Z-octenyl acetate	4,5,9,10-dehydro-isolongifolene	4,6,8-trimethyl-1-nonene	4,8-dimethyl-nona-3,8-dien-2-one	4-(1-methylethyl)-benzaldehyde	4-butylbenzaldehyde	4-decenal	4-ethyl-1,3-benzenediol	4-fluorohistamine	4-heptanol	4-heptanone	4-hexen-1-ol	4-hydroxy-4-methyl-2-pentanone	4-isopropylacetophenone	4-methyl-1-heptanol	4-methyl-1-hexene	4-methyl-1-pentanethiol	4-methyl-1-pentanol	4-methyl-1-propan-2-ylbicyclo[3.1.0]hexane	4-methyl-2-pentanol	4-methyl-2-pentenoic acid	4-methyl-3-penten-1-ol	4-methyl-3-penten-2-one	4-methyl-3-pentenoic acid	4-methyl-4-penten-2-one	4-methyl-5-hexanolide	4-methylanisol	4-methylbenzaldehyde	4-methylcyclohexene	4-methyldodecane	4-methylhexanoic acid	4-methyloctane	4-methylpentane	4-methylpentanoic acid	4-methylphenol	4-methylphenyl acetate	4-methylquinazoline	4-pentanolide	4-penten-1-yl acetate	4-phenyl-2-butyl acetate	4-phenyl-3-buten-2-one	4-propylbenzaldehyde	4-terpinenol	4-tert-butylcyclohexyl acetate	4-tridecanyl propionate	4-undecanol	5-dodecanone	5-ethyl-2-heptanone	5-ethyl-2-methyl-heptane	5-ethyl-4-methyl-5-hepten-3-one	5-ethylcyclopent-1-enecarboxaldehyde	5-ethyldihydro-2(3H)-furanone	5-hepten-2-one	5-methyl-1-heptanol	5-methyl-1-hepten-4-ol	5-methyl-2-(1-methylethyl)-cyclohexanol	5-methyl-2-(1-methylethyl)-cyclohexanone	5-methyl-2-heptenal	5-methyl-2-hexanone	5-methyl-5-propylnonane	5-methylheptan-3-one	5-methylthieno[3,2-b]pyridine	5-nonen-2-one	5-octen-3-ol	5H-1-Pyrindine	6,10-dimethyl-,5,9-undecadien-2-one	6,10-dimethyl-5,9-undecadien-2-ol	6,6-dimethyl-3-methylenebicyclo[3.1.1]heptane	6-methyl-1-heptanol	6-methyl-2-heptanone	6-methyl-3,5-heptadien-2-one	6-methyl-5-hepten-2-ol	6-methyl-5-hepten-2-one	6-nitro-2-hexene	6-tridecane	6-tridecanone	7-methyl-1,8-naphthyridin-2-amine	7-methyl-2-decene	7-octen-2-ol	8-nonen-2-one	9-decenol	?-terpenyl acetate	N,N'-dibenzylidemethylenediamine	N,N-dibutyl-formamide	N-(phenylmethylene)-1-butanamine	N-(phenylmethylene)-1-propanamine	N-(phenylmethylene)-methanamine	N-2-dimethyl-1-propanamine	N-ethyl-benzenamine	Octanal	S-[tri-t-butoxysilyl]-2-mercaptoethylamine	S-methyl-oct-2-enethioate	\E0-bisabolene	\E0-bisabolene epoxide	\E0-calacorene	\E0-cedrene	\E0-funebrene	\E0-methylionone	\E0-phellandrene	\E0-pinene	\E0-terpineol	\E7-cadinol	\EB-cadinene	acetaldehyde	acetamide	acetic acid	acetoin	acetone	acetonitrile	acetophenone	acetylene	acrolein	alfa-myrcene	alfa-pinene	allyl isothiocyanate	allyl methyl sulfide	alpha-farnesene	ammonia	ammonia (dimer)	amyl acetate	amyl isovalerate	amyl salicylate	amylene hydrate	azacyclotridecan-2-one	benzaldehyde	benzene	benzenemethanethiol	benzo[b]thiophene	benzoic acid	benzonitrile	benzophenone	benzothiazole	benzoxazole	benzyl acetate	beta-pinene	bibenzyl	bicyclo [3,1,1] 6,6-dimethyl-2-methylene-heptane	biphenyl	bis-(3,5,5-trimethylhexyl) phthalate	borneol	butanal	butanoic acid	butenal	butoxypropanol	butyl 2-methylbutanoate	butyl butyrate	butyl cyclohexanecarboxylate	butyl hexanoate	butyl pentanoate	butyl propionate	butylhydroxytoluene	calamenene	camphene	camphor	carbon disulfide	caryophyllene	cedrol	cis-1-p-menthanol	cis-3-hexenal	copaene	cyclic proline-glycine	cyclobutylamine	cyclohexane	cyclohexanecarboxylic acid	cyclohexanone	cyclohexyl isothiocyanate	cyclohexylmethyl hexyl sulfite	cyclohexylmethylbutyl sulfite	cyclononanone	cyclooctanone	cyclopentane	cyclopropaneethanol	cymol	decamethyl tetrasiloxane	decanal	decane	decanoic acid	decyl 2-methoxyacetate	decyl acetate	dibutyl-2-butenedioate	dichlorofluoroethane	dicyclopropylmethane	diethenylbenzene	diethylether	dihydro-5-propyl-2(3H)-furanone	dihydrocitronellol	dihydrolinalool	diisobutyl butanedioate	dimethoxymethyl-tert-butylbenzene	dimethyl 2,4-dimethylpentanedioate	dimethyl benzyl carbinyl butyrate	dimethyl disulfide	dimethyl sulfide	dimethyl trisulfide	dimethylether	dimethylpentanolide	dimethylphenethyl acetate	dimethylstyrene	divinyl sulfide	dodecanal	dodecane	edulan	endobornyl acetate	ethane	ethanethiol	ethanol	ethenyl formate	ethenyl hexanoate	ethyl 2-methyl-3-oxopentanoate	ethyl 2-methylbutyrate	ethyl 2-phenylbutanoate	ethyl 4-anisate	ethyl 4-methylpentanoate	ethyl acetate	ethyl benzoate	ethyl butanoate	ethyl cyclohexanecarboxylate	ethyl decanoate	ethyl heptanoate	ethyl hexanoate	ethyl isobutyrate	ethyl isopropyl ketone	ethyl isovalerate	ethyl methyl sulfide	ethyl nonanoate	ethyl octanoate	ethyl pentanoate	ethyl phenylacetate	ethyl propenoate	ethyl propionate	ethyl tiglate	ethyl-5-phenyl-2-pentenoate	ethylbenzene	ethylene	ethylene diethanoate	ethylene glycol	ethylpentamethyldisiloxane	eucalyptol	fenchyl alcohol	formaldehyde	formic acid	furan	gama-butyrolactone	geraniol acetate	heptadecane	heptanal	heptane	heptanoic acid	hexadecane	hexanal	hexane	hexanenitrile	hexanoic acid	hexyl propionate	hexylcyclohexane	hydrogen cyanide	hydrogen nitrate	hydrogen sulfide	iminodibenzyl	indole	isoamyl acetate	isoamyl butyrate	isobutane	isobutanol	isobutyl acetate	isobutyl benzoate	isobutyl butyrate	isobutyl pentanoate	isobutyl propionate	isobutylcyclopentane	isopentanol	isopentyl 3-methylbutanoate	isoprene	isopropyl acetate	isopropyl butyrate	isopropyl dodecanoate	isopropyl tetradecanoate	lily aldehyde	limonene	linalool	linalyl acetate	longicamphenylone	longifolene	m-xylene	malondialdehyde	menthol	mercaptoacetone	methacrolein	methane	methanethiol	methanol	methoxycyclohexane	methyl 2-(phenylmethyl)prop-2-enoate	methyl 2-aminobenzoate	methyl 2-ethylhexanoate	methyl 2-furoate	methyl 2-methyl-4-phenyl butanoate	methyl 2-methylbutyrate	methyl 2-phenylbutanoate	methyl 4-anisate	methyl 4-methylpentanoate	methyl 5-phenylvalerate	methyl acetate	methyl allyl disulfide	methyl benzenepropanoate	methyl benzoate	methyl butyl disul?de	methyl butyrate	methyl cyclohexanecarboxylate	methyl dimethylbenzoate	methyl heptanoate	methyl hexanoate	methyl isobutyl ketone	methyl isobutyrate	methyl isocyanide	methyl isovalerate	methyl methacrylate	methyl nicotinate	methyl nitrite	methyl pentanoate	methyl phenylacetate	methyl propionate	methyl propyl sulfide	methyl salicylate	methyl thioacetate	methyl thiobutanoate	methyl thiocyanate	methyl tiglate	methyl vinyl ketone	methylamine	methylbenzeneethanol	methylbenzenemethanol	methylbutenolide	methylcyclododecane	methylcyclohexane	methylcyclopentane	methylpyrazine	myrtenal	n-(3-aminopropyl)morpholine	n-butane	n-butyl acetate	n-pentane	n-propyl acetate	naphthalene	nerolidol	nitric oxide	nitrous acid	nonadecane	nonanal	nonane	nonanoic acid	nonatetra-1,3,5,7-ene	nonylcyclohexane	o-isopropenyltoluene	o-methylbenzyl acetate	o-xylene	octa-1,5-dien-3-ol	octadecane	octanal	octane	octanoic acid	octyl chloroacetate	p-cymen-8-ol	p-xylene	patchulane	pentadecane	pentadecanoic acid	pentafluoroethane	pentamethylbenzene	pentanal	pentanoic acid	pentyl cyclopropane	pentyl propanate	phenol	phenylacetic acid	phenylethyl acetate	phenylmethanol	phenylpropyl acetate	pinocarveol	pinocarvone	propanal	propane	propanoic acid	propene	propyl butyrate	propyl hexanoate	propyl isobutyrate	propyl isovalerate	propyl octanoate	propyl pentanoate	propyl phenylacetate	propyl pivalate	propyl propanoate	propylbenzene	pyridine	pyrimidine	pyrrole	pyrrolidine	s-methyl hexanethioate	s-methyl propanethioate	styrene	sulfur dioxide	t-butyl acetoacetate	terpinene	terpinolene	tetradecanal	tetradecane	tetradecanoic acid	tetrahydro-2,2,4,4-tetramethylfuran	tetrahydroionol	thiazole	thieno[3,2-b]thiophene	thiirane	thiolan-2-one	thymol	toluene	torreyol	trichloroacetic acid	trichloromethane	tridecanal	tridecane	tridecane-2,4-dione	tridecen-2-one	trimethylamine	trimethyloxazole	undecanal	undecane	valencene	verbenol	verbenone	verdyl acetate	vinyl (2-butoxy)ethyl ether	vinyl butyrate	Pathogen
1	1	SIFT-MS analysis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Pseudomonas aeruginosa
